,equity
2020-04-27,1460.836377603343
2020-04-28,1460.836377603343
2020-04-29,1460.836377603343
2020-04-30,1460.836377603343
2020-05-01,1460.836377603343
2020-05-04,1460.836377603343
2020-05-05,1460.836377603343
2020-05-06,1460.836377603343
2020-05-07,1460.836377603343
2020-05-08,1460.836377603343
2020-05-11,1460.836377603343
2020-05-12,1460.836377603343
2020-05-13,1460.836377603343
2020-05-14,1460.836377603343
2020-05-15,1460.836377603343
2020-05-18,1460.836377603343
2020-05-19,1460.836377603343
2020-05-20,1460.836377603343
2020-05-21,1460.836377603343
2020-05-22,1460.836377603343
2020-05-26,1460.836377603343
2020-05-27,1466.3101456582
2020-05-28,1461.3127566474675
2020-05-29,1469.4262542710214
2020-06-01,1468.1599674576669
2020-06-02,1479.7154315164705
2020-06-03,1479.6917010843413
2020-06-04,1466.561557257525
2020-06-05,1514.1416669659293
2020-06-08,1521.1855417484915
2020-06-09,1520.2478852360402
2020-06-10,1520.5375503224052
2020-06-11,1445.1284099367294
2020-06-12,1448.0095249838898
2020-06-15,1451.697366402347
2020-06-16,1461.3554805419037
2020-06-17,1462.2449500685761
2020-06-18,1458.8355224425386
2020-06-19,1451.5551577522774
2020-06-22,1462.694759964039
2020-06-23,1474.715272311451
2020-06-24,1458.9472573952216
2020-06-25,1468.814087987568
2020-06-26,1438.444825607095
2020-06-29,1447.2652830083707
2020-06-30,1462.0281072835783
2020-07-01,1477.4855903008524
2020-07-02,1482.8096094193577
2020-07-06,1513.3825488610385
2020-07-07,1505.0386666695713
2020-07-08,1521.320196211354
2020-07-09,1538.1757580399671
2020-07-10,1546.5989001717728
2020-07-13,1526.0454162499586
2020-07-14,1545.417894684793
2020-07-15,1545.0895736566538
2020-07-16,1539.5788891839975
2020-07-17,1540.9965938982002
2020-07-20,1549.9661834856024
2020-07-21,1549.3908292871467
2020-07-22,1562.1725194368357
2020-07-23,1540.4741413005152
2020-07-24,1539.828198324049
2020-07-27,1547.123497445906
2020-07-28,1545.5951824495678
2020-07-29,1549.796870955885
2020-07-30,1551.4567462122327
2020-07-31,1539.486943401605
2020-08-03,1550.9366350462471
2020-08-04,1568.302369013933
2020-08-05,1567.5607357994593
2020-08-06,1578.2813364655588
2020-08-07,1572.9232869766327
2020-08-10,1581.9955701963518
2020-08-11,1559.3002227874342
2020-08-12,1600.0105309618536
2020-08-13,1604.2389687821928
2020-08-14,1603.728962883717
2020-08-17,1634.6932045741619
2020-08-18,1638.1553095628326
2020-08-19,1625.715331125695
2020-08-20,1629.6186212652863
2020-08-21,1657.7197750552687
2020-08-24,1671.9991212030923
2020-08-25,1675.550974257997
2020-08-26,1691.9409446268878
2020-08-27,1680.0843801906747
2020-08-28,1695.9902613323372
2020-08-31,1704.9073019152804
2020-09-01,1730.0981532929584
2020-09-02,1751.0760534151239
2020-09-03,1682.336591200715
2020-09-04,1674.1618089010515
2020-09-08,1674.1618089010515
2020-09-09,1674.1618089010515
2020-09-10,1669.2586964749528
2020-09-11,1678.0031610440446
2020-09-14,1677.298332133217
2020-09-15,1666.4833742856217
2020-09-16,1670.7986385730735
2020-09-17,1675.3079992938988
2020-09-18,1671.3939030536644
2020-09-21,1644.6249685748753
2020-09-22,1648.3536972034153
2020-09-23,1641.0683463129012
2020-09-24,1641.0683463129012
2020-09-25,1641.0683463129012
2020-09-28,1641.0683463129012
2020-09-29,1641.0683463129012
2020-09-30,1641.0683463129012
2020-10-01,1641.0683463129012
2020-10-02,1639.4302322990466
2020-10-05,1649.0513998320628
2020-10-06,1645.954298189533
2020-10-07,1659.9119166406513
2020-10-08,1661.4180183548729
2020-10-09,1672.9719898536482
2020-10-12,1698.5078381982194
2020-10-13,1695.863894153534
2020-10-14,1683.1296380004276
2020-10-15,1685.9360712050782
2020-10-16,1693.901339869915
2020-10-19,1665.9239511096343
2020-10-20,1676.4185821227416
2020-10-21,1670.4646281249388
2020-10-22,1666.9479266266212
2020-10-23,1675.5953646776668
2020-10-26,1638.2310213184614
2020-10-27,1635.7288521587407
2020-10-28,1607.4851325989925
2020-10-29,1618.3558983124935
2020-10-30,1602.9199152202866
2020-11-02,1602.9199152202866
2020-11-03,1602.9199152202866
2020-11-04,1609.4013772872636
2020-11-05,1610.6356991778518
2020-11-06,1597.1569214217225
2020-11-09,1630.9926402991332
2020-11-10,1627.5021769122231
2020-11-11,1608.81719133202
2020-11-12,1597.787921169056
2020-11-13,1621.4355511357921
2020-11-16,1650.677049185719
2020-11-17,1645.5912399701729
2020-11-18,1622.5995736707348
2020-11-19,1624.834206570469
2020-11-20,1609.3110735702858
2020-11-23,1632.4620168205604
2020-11-24,1672.0213331877108
2020-11-25,1653.0887091663265
2020-11-27,1649.976657127752
2020-11-30,1610.7012118184948
2020-12-01,1628.0673445600414
2020-12-02,1659.071283003225
2020-12-03,1673.4360414554499
2020-12-04,1699.5975422874353
2020-12-07,1685.6782087070371
2020-12-08,1688.652212825766
2020-12-09,1676.8740251815698
2020-12-10,1676.0758450978217
2020-12-11,1669.83172053079
2020-12-14,1652.7531282868324
2020-12-15,1668.8070688332498
2020-12-16,1659.4145480075376
2020-12-17,1653.7160110805053
2020-12-18,1644.8376381246296
2020-12-21,1648.7302109997909
2020-12-22,1645.522231641055
2020-12-23,1654.9190423405178
2020-12-24,1661.0203300934322
2020-12-28,1679.1622799267302
2020-12-29,1671.3373664783965
2020-12-30,1677.0913214371215
2020-12-31,1686.5775561405667
2021-01-04,1656.7363586485687
2021-01-05,1666.426218912393
2021-01-06,1702.2949599074188
2021-01-07,1722.1412843948383
2021-01-08,1721.5996713638326
2021-01-11,1721.915456455747
2021-01-12,1727.0333681257925
2021-01-13,1724.4266768137652
2021-01-14,1728.4085260039053
2021-01-15,1710.557708033145
2021-01-19,1725.991929965747
2021-01-20,1735.2849747964508
2021-01-21,1732.8409042443877
2021-01-22,1724.171017060312
2021-01-25,1723.3426284195675
2021-01-26,1729.5684887789498
2021-01-27,1683.7075083976101
2021-01-28,1687.7757136767696
2021-01-29,1666.1066733328466
2021-02-01,1674.691731996787
2021-02-02,1676.6165280144337
2021-02-03,1672.5171445891094
2021-02-04,1672.5009610356044
2021-02-05,1679.0501529614162
2021-02-08,1676.9033735922526
2021-02-09,1680.1187369979207
2021-02-10,1679.2461101554218
2021-02-11,1671.1236480798068
2021-02-12,1676.4719898640933
2021-02-16,1701.4578931791534
2021-02-17,1707.7271350305791
2021-02-18,1691.0995883988035
2021-02-19,1714.7567558943406
2021-02-22,1722.497885977752
2021-02-23,1731.0328705384618
2021-02-24,1782.4465742250254
2021-02-25,1739.1647083543587
2021-02-26,1709.0330663682748
2021-03-01,1759.8109997224617
2021-03-02,1749.7554427850532
2021-03-03,1756.9042318460276
2021-03-04,1753.5001032031957
2021-03-05,1778.3885041515296
2021-03-08,1776.62896969543
2021-03-09,1784.7735730386312
2021-03-10,1822.518270074611
2021-03-11,1842.2811631745865
2021-03-12,1867.6508134233047
2021-03-15,1850.5279134896803
2021-03-16,1830.4468047311357
2021-03-17,1843.6266402642777
2021-03-18,1822.1559282071994
2021-03-19,1818.7650741192767
2021-03-22,1805.8196936856498
2021-03-23,1797.935469178607
2021-03-24,1796.6338937933226
2021-03-25,1800.3125666197082
2021-03-26,1817.9293062723386
2021-03-29,1835.0012202202508
2021-03-30,1825.2477161943475
2021-03-31,1826.746764876751
2021-04-01,1834.1845449831048
2021-04-05,1869.401452355389
2021-04-06,1862.5197317728082
2021-04-07,1871.5343736688656
2021-04-08,1873.1649552263302
2021-04-09,1886.819651213133
2021-04-12,1887.0016686140254
2021-04-13,1884.5572467842078
2021-04-14,1874.982973265073
2021-04-15,1904.930053119657
2021-04-16,1914.324784894406
2021-04-19,1910.5995984670988
2021-04-20,1910.3206588178984
2021-04-21,1918.5188901380889
2021-04-22,1899.1295086019866
2021-04-23,1917.4163893164032
2021-04-26,1909.0835291982298
2021-04-27,1906.048209245074
2021-04-28,1919.0671011258726
2021-04-29,1954.206239136096
2021-04-30,1936.3040833395276
2021-05-03,1948.176384643391
2021-05-04,1941.6324675807996
2021-05-05,1946.387141547524
2021-05-06,1961.6310300835958
2021-05-07,1973.5988329438555
2021-05-10,1980.2094067174176
2021-05-11,1944.857525300374
2021-05-12,1932.8019960247643
2021-05-13,1943.5730876889616
2021-05-14,1953.0015950559787
2021-05-17,1957.955767681711
2021-05-18,1928.5161110445792
2021-05-19,1909.9702690966421
2021-05-20,1911.6433082777794
2021-05-21,1920.1331882628258
2021-05-24,1931.8781512659843
2021-05-25,1915.7778627936182
2021-05-26,1921.2786065481955
2021-05-27,1928.901097429925
2021-05-28,1926.2128595553218
2021-06-01,1942.6002860434785
2021-06-02,1958.213008270005
2021-06-03,1964.640963691453
2021-06-04,1983.8950487664497
2021-06-07,1971.7442412972728
2021-06-08,1972.1829917054454
2021-06-09,1958.300929921464
2021-06-10,1952.5128993789863
2021-06-11,1957.1640284873836
2021-06-14,1959.5190115917553
2021-06-15,1967.6105564209333
2021-06-16,1961.747084178196
2021-06-17,1971.3159661416873
2021-06-18,1955.5529304132892
2021-06-21,1953.2334061079455
2021-06-22,1966.9994213171435
2021-06-23,1968.368814337272
2021-06-24,1972.3998452943033
2021-06-25,1967.2862308010126
2021-06-28,1974.9588831531546
2021-06-29,1978.8633308269523
2021-06-30,1977.7445411527824
2021-07-01,1988.58075925848
2021-07-02,2010.2971723184774
2021-07-06,2009.1122501049813
2021-07-07,2007.3658489835727
2021-07-08,1987.0257666989667
2021-07-09,1999.182387643944
2021-07-12,2009.9077407483442
2021-07-13,2010.2228455605853
2021-07-14,2009.6325306424483
2021-07-15,2009.6556054500816
2021-07-16,2003.4315829174552
2021-07-19,1968.4057852467517
2021-07-20,1981.4948398770312
2021-07-21,1989.421348543308
2021-07-22,1993.6893425633887
2021-07-23,2019.2843006399594
2021-07-26,2016.8662986185284
2021-07-27,2007.6367632868028
2021-07-28,2004.698745442411
2021-07-29,2012.1050097528666
2021-07-30,2012.248750348875
2021-08-02,2012.2957810960793
2021-08-03,2031.374337249949
2021-08-04,2019.5692093324685
2021-08-05,2023.016885408213
2021-08-06,2020.569504471781
2021-08-09,2018.832082259562
2021-08-10,2023.477187691691
2021-08-11,2026.361843838498
2021-08-12,2025.7668818147222
2021-08-13,2025.4336673010723
2021-08-16,2033.5060612082375
2021-08-17,2004.306009065365
2021-08-18,1988.5527931863062
2021-08-19,1993.529749335628
2021-08-20,2005.095530883712
2021-08-23,2005.7691095092002
2021-08-24,1999.9199981173424
2021-08-25,1997.6000968981652
2021-08-26,1989.4236088834202
2021-08-27,1998.5871677960788
2021-08-30,2003.8226574185765
2021-08-31,2005.276114708814
2021-09-01,2006.6026457626199
2021-09-02,1999.047475873551
2021-09-03,2002.1452170966957
2021-09-07,2005.7825435928198
2021-09-08,2007.4666336501932
2021-09-09,1998.9406584312294
2021-09-10,1988.5632397563975
2021-09-13,1990.1946797786752
2021-09-14,1989.6560613002341
2021-09-15,1996.698957332949
2021-09-16,1997.492478181305
2021-09-17,1989.5273619703673
2021-09-20,1972.6817422690497
2021-09-21,1974.4060632987128
2021-09-22,1975.3856402793035
2021-09-23,1975.3742542014227
2021-09-24,1976.2792898001776
2021-09-27,1978.524986821662
2021-09-28,1967.8526546369517
2021-09-29,1969.224612232014
2021-09-30,1952.1752962400278
2021-10-01,1971.2599205823742
2021-10-04,1972.32027756327
2021-10-05,1980.221296897348
2021-10-06,1974.0476504053436
2021-10-07,1979.9681875162446
2021-10-08,1993.9921501589142
2021-10-11,1980.0771463320098
2021-10-12,1976.1274490854585
2021-10-13,1967.1159578914805
2021-10-14,1973.869686289613
2021-10-15,1990.6259366622246
2021-10-18,1994.7421788051497
2021-10-19,2008.0454898967637
2021-10-20,2024.6079889758953
2021-10-21,2032.7033700229535
2021-10-22,2045.8999594768416
2021-10-25,2058.686173278416
2021-10-26,2071.859790944279
2021-10-27,2077.0657391780746
2021-10-28,2085.2309970027814
2021-10-29,2105.7313557216535
2021-11-01,2094.1347130412946
2021-11-02,2094.6890181873214
2021-11-03,2098.089529745091
2021-11-04,2108.131180778111
2021-11-05,2109.9307717281235
2021-11-08,2120.053273922337
2021-11-09,2128.436774499119
2021-11-10,2105.948632719792
2021-11-11,2104.521426343907
2021-11-12,2116.2553623836407
2021-11-15,2118.6414004497424
2021-11-16,2149.751002363194
2021-11-17,2147.957139676274
2021-11-18,2157.8869009899026
2021-11-19,2140.8560174197983
2021-11-22,2128.818881743563
2021-11-23,2121.0462822132117
2021-11-24,2130.838351959429
2021-11-26,2102.009182610921
2021-11-29,2120.735870539693
2021-11-30,2095.0347188164687
2021-12-01,2082.5761371701938
2021-12-02,2079.686556784546
2021-12-03,2071.461987482178
2021-12-06,2080.9081479118913
2021-12-07,2085.3149056524035
2021-12-08,2093.069302977363
2021-12-09,2096.6221580181036
2021-12-10,2123.617236934272
2021-12-13,2100.225402119819
2021-12-14,2097.071678201667
2021-12-15,2126.343558529273
2021-12-16,2108.406751085273
2021-12-17,2074.9136359136223
2021-12-20,2059.5294821958623
2021-12-21,2061.8807261457523
2021-12-22,2071.4080992277227
2021-12-23,2074.5034294752204
2021-12-27,2082.7718013456424
2021-12-28,2086.622894731397
2021-12-29,2087.4925402875188
2021-12-30,2079.017224126935
2021-12-31,2073.2674651211973
2022-01-03,2089.184726876569
2022-01-04,2087.569250588624
2022-01-05,2074.4352595661326
2022-01-06,2066.9316950478924
2022-01-07,2075.1980660305558
2022-01-10,2050.7454985236627
2022-01-11,2051.9627765121377
2022-01-12,2056.1748005248946
2022-01-13,2062.0983771369856
2022-01-14,2058.2384901843025
2022-01-18,2053.580435323145
2022-01-19,2036.0511783224129
2022-01-20,2014.6081804777164
2022-01-21,1997.6955757033415
2022-01-24,1981.806258397015
2022-01-25,1983.0048441258512
2022-01-26,1982.5791862137876
2022-01-27,1983.1112667157254
2022-01-28,1983.200886526974
2022-01-31,1984.3685547743667
2022-02-01,1996.698283499037
2022-02-02,2001.3272873831618
2022-02-03,1984.862475686444
2022-02-04,1979.7781635439624
2022-02-07,1977.3425680170762
2022-02-08,1978.4256073862782
2022-02-09,1989.382160510515
2022-02-10,1957.8507551668874
2022-02-11,1947.854186552709
2022-02-14,1935.7239785493614
2022-02-15,1944.2081084230188
2022-02-16,1945.5848779855492
2022-02-17,1929.2460443719629
2022-02-18,1921.9026513467552
2022-02-22,1906.5106327488677
2022-02-23,1906.830246035159
2022-02-24,1904.7307127801541
2022-02-25,1921.3174539819363
2022-02-28,1932.175266497195
2022-03-01,1949.331895733035
2022-03-02,1962.5892639321928
2022-03-03,1968.828146677554
2022-03-04,1976.1165519754056
2022-03-07,1986.2845000283842
2022-03-08,2011.7495511575344
2022-03-09,1998.9720615518215
2022-03-10,2012.6192717843655
2022-03-11,2012.8592788797025
2022-03-14,2000.3217421304348
2022-03-15,1977.2576646895636
2022-03-16,1977.2576646895636
2022-03-17,1977.2576646895636
2022-03-18,1977.2576646895636
2022-03-21,1973.7969415235382
2022-03-22,1966.7519432927452
2022-03-23,1959.3426624028525
2022-03-24,1969.7210519364678
2022-03-25,1972.689632048925
2022-03-28,1978.8334776074032
2022-03-29,1979.0263338245966
2022-03-30,1996.25179766883
2022-03-31,1978.1608989581978
2022-04-01,1992.692155792991
2022-04-04,1991.5289175727758
2022-04-05,1990.3646891765507
2022-04-06,2006.7744947837746
2022-04-07,2010.5574103229437
2022-04-08,2018.099195460222
2022-04-11,1990.1709326793298
2022-04-12,1997.1751764915093
2022-04-13,2021.2984943866356
2022-04-14,2033.5629468917473
2022-04-18,2034.2728177650079
2022-04-19,2047.5715936408624
2022-04-20,2068.9267599021537
2022-04-21,2040.9672595183956
2022-04-22,1997.6705455034303
2022-04-25,2002.0999563460316
2022-04-26,1993.4034349070516
2022-04-27,1989.2757894103017
2022-04-28,1998.0918791800466
2022-04-29,1981.1120209563223
2022-05-02,1975.8145519121706
2022-05-03,1975.8145519121706
2022-05-04,1975.8145519121706
2022-05-05,1975.8145519121706
2022-05-06,1975.8145519121706
2022-05-09,1975.8145519121706
2022-05-10,1975.8145519121706
2022-05-11,1975.8145519121706
2022-05-12,1975.8145519121706
2022-05-13,1975.8145519121706
2022-05-16,1975.8145519121706
2022-05-17,1975.8145519121706
2022-05-18,1975.8145519121706
2022-05-19,1975.8145519121706
2022-05-20,1975.8145519121706
2022-05-23,1975.8145519121706
2022-05-24,1975.8145519121706
2022-05-25,1975.8145519121706
2022-05-26,1975.8145519121706
2022-05-27,1975.8145519121706
2022-05-31,1975.8145519121706
2022-06-01,1975.8145519121706
2022-06-02,1975.8145519121706
2022-06-03,1975.8145519121706
2022-06-06,1975.8145519121706
2022-06-07,1975.8145519121706
2022-06-08,1975.8145519121706
2022-06-09,1975.8145519121706
2022-06-10,1975.8145519121706
2022-06-13,1975.8145519121706
2022-06-14,1975.8145519121706
2022-06-15,1975.8145519121706
2022-06-16,1975.8145519121706
2022-06-17,1975.8145519121706
2022-06-21,1975.8145519121706
2022-06-22,1975.8145519121706
2022-06-23,1975.8145519121706
2022-06-24,1975.8145519121706
2022-06-27,1975.8145519121706
2022-06-28,1975.8145519121706
2022-06-29,1975.8145519121706
2022-06-30,1975.8145519121706
2022-07-01,1975.8145519121706
2022-07-05,1975.8145519121706
2022-07-06,1975.8145519121706
2022-07-07,1975.8145519121706
2022-07-08,1975.8145519121706
2022-07-11,1975.8145519121706
2022-07-12,1975.8145519121706
2022-07-13,1975.8145519121706
2022-07-14,1975.8145519121706
2022-07-15,1975.8145519121706
2022-07-18,1975.8145519121706
2022-07-19,1975.8145519121706
2022-07-20,1975.8145519121706
2022-07-21,1975.8145519121706
2022-07-22,1975.8145519121706
2022-07-25,1975.8145519121706
2022-07-26,1975.8145519121706
2022-07-27,1975.8145519121706
2022-07-28,1975.8145519121706
2022-07-29,1975.8145519121706
2022-08-01,1975.8145519121706
2022-08-02,1975.8145519121706
2022-08-03,1975.8145519121706
2022-08-04,1975.8145519121706
2022-08-05,1975.8145519121706
2022-08-08,1975.8145519121706
2022-08-09,1975.8145519121706
2022-08-10,1975.8145519121706
2022-08-11,1975.8145519121706
2022-08-12,1975.8145519121706
2022-08-15,1975.8145519121706
2022-08-16,1975.8145519121706
2022-08-17,1974.3632171235065
2022-08-18,1975.8643244965535
2022-08-19,1973.644873947237
2022-08-22,1963.1890637177448
2022-08-23,1953.5059290619831
2022-08-24,1953.74544893503
2022-08-25,1963.2387856171588
2022-08-26,1941.572316915987
2022-08-29,1935.826976554813
2022-08-30,1935.826976554813
2022-08-31,1935.826976554813
2022-09-01,1935.826976554813
2022-09-02,1935.826976554813
2022-09-06,1935.826976554813
2022-09-07,1935.826976554813
2022-09-08,1935.826976554813
2022-09-09,1935.826976554813
2022-09-12,1935.826976554813
2022-09-13,1935.826976554813
2022-09-14,1935.826976554813
2022-09-15,1935.826976554813
2022-09-16,1935.826976554813
2022-09-19,1935.826976554813
2022-09-20,1935.826976554813
2022-09-21,1935.826976554813
2022-09-22,1935.826976554813
2022-09-23,1935.826976554813
2022-09-26,1935.826976554813
2022-09-27,1935.826976554813
2022-09-28,1935.826976554813
2022-09-29,1935.826976554813
2022-09-30,1935.826976554813
2022-10-03,1935.826976554813
2022-10-04,1935.826976554813
2022-10-05,1935.826976554813
2022-10-06,1935.826976554813
2022-10-07,1935.826976554813
2022-10-10,1935.826976554813
2022-10-11,1935.826976554813
2022-10-12,1935.826976554813
2022-10-13,1935.826976554813
2022-10-14,1935.826976554813
2022-10-17,1935.826976554813
2022-10-18,1935.826976554813
2022-10-19,1935.826976554813
2022-10-20,1935.826976554813
2022-10-21,1935.826976554813
2022-10-24,1935.826976554813
2022-10-25,1935.826976554813
2022-10-26,1935.826976554813
2022-10-27,1935.826976554813
2022-10-28,1935.826976554813
2022-10-31,1935.826976554813
2022-11-01,1935.826976554813
2022-11-02,1935.826976554813
2022-11-03,1935.826976554813
2022-11-04,1935.826976554813
2022-11-07,1935.826976554813
2022-11-08,1935.826976554813
2022-11-09,1935.826976554813
2022-11-10,1935.826976554813
2022-11-11,1935.826976554813
2022-11-14,1935.826976554813
2022-11-15,1935.826976554813
2022-11-16,1935.826976554813
2022-11-17,1935.826976554813
2022-11-18,1935.826976554813
2022-11-21,1935.826976554813
2022-11-22,1935.826976554813
2022-11-23,1935.826976554813
2022-11-25,1935.826976554813
2022-11-28,1935.826976554813
2022-11-29,1935.826976554813
2022-11-30,1935.826976554813
2022-12-01,1923.3619454428228
2022-12-02,1940.320438022825
2022-12-05,1919.6173115521167
2022-12-06,1897.9574810772633
2022-12-07,1899.2289152752614
2022-12-08,1909.4600181561207
2022-12-09,1902.8041651180956
2022-12-12,1932.565645873711
2022-12-13,1936.2585484783863
2022-12-14,1937.071340010294
2022-12-15,1901.4327637171118
2022-12-16,1888.113589200777
2022-12-19,1883.3527321452793
2022-12-20,1885.2596842662265
2022-12-21,1905.2600391414094
2022-12-22,1891.3518784099033
2022-12-23,1895.3345253428865
2022-12-27,1900.559127155631
2022-12-28,1891.684669781058
2022-12-29,1895.3949078761507
2022-12-30,1894.4216141032625
2023-01-03,1898.593643691657
2023-01-04,1914.575019639228
2023-01-05,1912.0170625850897
2023-01-06,1935.1435532512885
2023-01-09,1922.6120137127143
2023-01-10,1918.971249920295
2023-01-11,1918.1047654354315
2023-01-12,1933.451994535241
2023-01-13,1947.7171030008174
2023-01-17,1933.1440052072383
2023-01-18,1898.766574608434
2023-01-19,1889.307453152685
2023-01-20,1902.3437369142816
2023-01-23,1921.9820429585702
2023-01-24,1910.251131476523
2023-01-25,1911.7055561836282
2023-01-26,1944.9685071937597
2023-01-27,1941.5683864952125
2023-01-30,1908.139651758175
2023-01-31,1918.3071590905622
2023-02-01,1935.693088402696
2023-02-02,1932.2135059294142
2023-02-03,1912.5035185961137
2023-02-06,1907.720412080992
2023-02-07,1955.0330795992263
2023-02-08,1927.930770832671
2023-02-09,1911.9547211944528
2023-02-10,1909.3705070442677
2023-02-13,1923.6768389568808
2023-02-14,1936.118380975873
2023-02-15,1930.5679989907803
2023-02-16,1896.3997832063264
2023-02-17,1868.7541950799528
2023-02-21,1835.4840145608086
2023-02-22,1822.0790144215819
2023-02-23,1855.5119516602751
2023-02-24,1847.635631253208
2023-02-27,1850.3773308816567
2023-02-28,1846.7429956334722
2023-03-01,1840.1376041783942
2023-03-02,1847.9927196279182
2023-03-03,1859.4115653318981
2023-03-06,1853.1876376959424
2023-03-07,1838.4142048517804
2023-03-08,1853.565501127873
2023-03-09,1832.7486114412884
2023-03-10,1819.7887217963184
2023-03-13,1819.801494975945
2023-03-14,1833.7926606581655
2023-03-15,1841.826521881006
2023-03-16,1867.6238464232424
2023-03-17,1858.2215317038515
2023-03-20,1863.226901333902
2023-03-21,1872.5241185282684
2023-03-22,1872.9924404494266
2023-03-23,1887.848593051813
2023-03-24,1884.7748291621187
2023-03-27,1877.6156746226288
2023-03-28,1873.057158151687
2023-03-29,1887.8858569615013
2023-03-30,1899.8780861622458
2023-03-31,1914.7249981976156
2023-04-03,1925.4210405219678
2023-04-04,1910.1728071038995
2023-04-05,1903.9017510579858
2023-04-06,1909.4854188918177
2023-04-10,1912.8892579382962
2023-04-11,1912.4948712264127
2023-04-12,1900.914575660998
2023-04-13,1919.9183503912989
2023-04-14,1907.0466578727264
2023-04-17,1905.9607777358078
2023-04-18,1920.3536370860122
2023-04-19,1918.7447884184858
2023-04-20,1908.5936186091446
2023-04-21,1909.946979426482
2023-04-24,1914.3630243297068
2023-04-25,1881.7441810596185
2023-04-26,1878.7182383456873
2023-04-27,1895.2178431295397
2023-04-28,1906.9545714240728
2023-05-01,1908.5333695228283
2023-05-02,1888.6466580944348
2023-05-03,1879.4381004452039
2023-05-04,1876.2768397716227
2023-05-05,1901.4947864532173
2023-05-08,1908.3012102626503
2023-05-09,1900.733780469483
2023-05-10,1914.8225024364174
2023-05-11,1914.9558804874123
2023-05-12,1908.3292836417854
2023-05-15,1915.2771492026986
2023-05-16,1918.9076838397682
2023-05-17,1935.894905568838
2023-05-18,1961.4197691875997
2023-05-19,1950.9108600420343
2023-05-22,1946.0572591722832
2023-05-23,1924.1558255728112
2023-05-24,1921.0698259257902
2023-05-25,2021.5225228072752
2023-05-26,2049.094079626428
2023-05-30,2065.754791258203
2023-05-31,2032.4881102561583
2023-06-01,2064.611379917108
2023-06-02,2063.974887363397
2023-06-05,2064.4551392264952
2023-06-06,2058.7590929351436
2023-06-07,2034.5631433903404
2023-06-08,2041.1245308179143
2023-06-09,2035.3481178141371
2023-06-12,2062.4766893183755
2023-06-13,2063.2765631037764
2023-06-14,2057.85654420157
2023-06-15,2083.5697613909774
2023-06-16,2073.432319424348
2023-06-20,2055.893533372407
2023-06-21,2046.532665797715
2023-06-22,2048.0795761553513
2023-06-23,2038.1071935245852
2023-06-26,2033.8984315438247
2023-06-27,2049.6578122231454
2023-06-28,2041.2639900780741
2023-06-29,2056.96160049575
2023-06-30,2087.1310533018413
2023-07-03,2082.6542612558665
2023-07-05,2077.151490934212
2023-07-06,2055.8867479196847
2023-07-07,2052.608587020547
2023-07-10,2054.924758582742
2023-07-11,2070.9033241544835
2023-07-12,2087.582753924381
2023-07-13,2098.0322595279476
2023-07-14,2105.5160591388485
2023-07-17,2120.9100015712525
2023-07-18,2130.540083215692
2023-07-19,2145.4148144679807
2023-07-20,2135.388075525262
2023-07-21,2130.0776668201233
2023-07-24,2147.360886455896
2023-07-25,2150.9682099483275
2023-07-26,2150.4023886215814
2023-07-27,2135.4178773255817
2023-07-28,2161.661655825185
2023-07-31,2176.1898090524187
2023-08-01,2202.7967987954607
2023-08-02,2180.036707553049
2023-08-03,2173.3060988379916
2023-08-04,2144.799356356174
2023-08-07,2161.5024196837808
2023-08-08,2152.4112800154403
2023-08-09,2140.2803837645247
2023-08-10,2140.676949206357
2023-08-11,2151.1329074796727
2023-08-14,2152.8228790250823
2023-08-15,2131.3846661245116
2023-08-16,2120.964900151611
2023-08-17,2110.343456550133
2023-08-18,2100.0432591148633
2023-08-21,2099.8328816955823
2023-08-22,2084.945872565961
2023-08-23,2098.705086734128
2023-08-24,2092.937314450574
2023-08-25,2088.8316711884736
2023-08-28,2097.3209699082613
2023-08-29,2119.9589041450836
2023-08-30,2128.4781140827517
2023-08-31,2132.8133138105854
2023-09-01,2131.406959782413
2023-09-05,2115.873612491044
2023-09-06,2109.067675723466
2023-09-07,2106.6440565306375
2023-09-08,2109.411742473478
2023-09-11,2103.670466736194
2023-09-12,2099.7927940326554
2023-09-13,2092.966617617668
2023-09-14,2094.456167544804
2023-09-15,2062.6020125757705
2023-09-18,2063.136697538155
2023-09-19,2054.4423094353187
2023-09-20,2040.2822267485728
2023-09-21,2027.7489553098578
2023-09-22,2035.5507082837958
2023-09-25,2042.3743892161617
2023-09-26,2035.46350589707
2023-09-27,2025.545487080648
2023-09-28,2029.7456601107383
2023-09-29,2022.1220254473471
2023-10-02,2027.8622669558308
2023-10-03,2023.9414896822714
2023-10-04,2022.2242294460978
2023-10-05,2026.8565288418497
2023-10-06,2033.9412047787393
2023-10-09,2043.3920317042669
2023-10-10,2048.4200005342714
2023-10-11,2060.984416373276
2023-10-12,2059.877334436249
2023-10-13,2052.113357865357
2023-10-16,2061.3506994676823
2023-10-17,2044.3720265279103
2023-10-18,2037.5991448369314
2023-10-19,2030.2284670613574
2023-10-20,2022.701491640215
2023-10-23,2022.8648344377946
2023-10-24,2021.5814169237565
2023-10-25,2013.543454140969
2023-10-26,2011.0901849599084
2023-10-27,2009.603321532937
2023-10-30,2014.18770517933
2023-10-31,2015.154169326516
2023-11-01,2018.772176415368
2023-11-02,2019.6431963621474
2023-11-03,2021.3179675112574
2023-11-06,2028.822626215634
2023-11-07,2044.7950793349119
2023-11-08,2042.9216554862205
